qid,source,type,question,image,solution,answer,unit,notes,number_of_answers,original_qid,category_vector,steps_count,difficulty_level,primary_category,Materials,Properties,Structures,Fundamental Mechanisms,Processes,Failure Mechanisms
Polymer_Science_and_Technology_Fried_Example 13.5,Polymer_Science_and_Technology_Fried,NUM,"Estimate the solubility parameters, in units of $(\mathrm{MPa})^{1 / 2}$, for poly(methyl methacrylate) (PMMA) by the method of Small [12]. The density of PMMA is reported to be 1.188 $\mathrm{g} \mathrm{cm}^{-3}$ at $25^{\circ} \mathrm{C}$.

Table 13-4 Molar Attraction Constants at $25^{\circ} \mathrm{C}$
\begin{tabular}{lccc}
\hline & \multicolumn{3}{c}{\begin{tabular}{c} 
Molar Attraction Constant, $F$ \\
$\left((\mathbf{M P a})^{1 / 2} \mathbf{c m}^{\mathbf{3}} \mathbf{m o l}^{-1}\right)$
\end{tabular}} \\
Group & Small [12] & Hoy [13] & Van Krevelen [2] \\
\hline$-\mathrm{CH}_3$ & 438 & 303 & 420 \\
$-\mathrm{CH}_2-$ & 272 & 269 & 280 \\
$>\mathrm{CH}-$ & 57 & 176 & 140 \\
$>\mathrm{C}<$ & -190 & 65.5 & 0 \\
$-\mathrm{CH}\left(\mathrm{CH}_3\right)-$ & 495 & $(479)$ & 560 \\
$-\mathrm{C}\left(\mathrm{CH}_3\right)_{2-}$ & 686 & $(672)$ & 840 \\
$-\mathrm{CH}=\mathrm{CH}-$ & 454 & 497 & 444 \\
$>\mathrm{C}=\mathrm{CH}-$ & 266 & 422 & 304 \\
Phenyl & 1504 & 1398 & 1517 \\
$p-\mathrm{Phenylene}$ & 1346 & 1442 & 1377 \\
$-\mathrm{O}-$ (ether) & 143 & 235 & 256 \\
-OH & - & 462 & 754 \\
$-\mathrm{CO}-$ (ketone) & 563 & 538 & 685 \\
$-\mathrm{COO}-$ (ester) & 634 & 668 & 512 \\
$-\mathrm{OCOO}-$ (carbonate) & - & $(904)$ & 767 \\
-CN & 839 & 726 & 982 \\
$-\mathrm{N}=\mathrm{C}=\mathrm{O}$ & - & 734 & - \\
$-\mathrm{NH}-$ & - & 368 & - \\
$-\mathrm{S}-$ (sulfide) & 460 & 428 & 460 \\
-F & $(250)$ & 84.5 & 164 \\
-Cl (primary) & 552 & 420 & 471 \\
-Br (primary) & 696 & 528 & 614 \\
$-\mathrm{CF} \mathrm{F}_3$ (n-fluorocarbon) & 561 & - & - \\
$-\mathrm{Si}-$ & -77 & - & - \\
\hline
\end{tabular}",images/Polymer_Science_and_Technology_Fried_Example 13.5_1.jpeg,"The structure of the PMMA repeat unit is $\chemfig{[-1]CH_2-[::+60]C(-[::+60]CH_3)(-[::-60]C(=[::+60]O)-[::-60]OCH_3)}$


From the available chemical groups listed in the table, the molar-attraction constant for the repeating unit of PMMA can be obtained as follows:

| Group | $\boldsymbol{F}$ | Number of <br> Groups | $\sum \boldsymbol{F}_{\mathbf{i}}$ |
| :-- | :--: | :--: | :--: |
| $-\mathrm{CH}_{3}$ | 438 | 2 | 876 |
| $-\mathrm{CH}_{2^{-}}$ | 272 | 1 | 272 |
| $>\mathrm{C}<$ | -190 | 1 | -190 |
| -COO- (ester) | 634 | 1 | $\underline{634}$ |
|  |  |  | $\underline{1592}$ |

The formula weight of a PMMA repeating unit is calculated from atomic weights as follows:

| C: | $5 \times 12.01115$ | $=$ | 60.06 |
| :-- | :-- | :-- | :-- |
| O: | $2 \times 15.9994$ | $=$ | 32.0 |
| H: | $8 \times 1.00797$ | $=$ | $\frac{8.06}{100.12}$ |

Using the density of PMMA given in the problem statement, the molar volume, $V$, is then calculated as

$$
\frac{200.12}{1.188}=84.28 \mathrm{~cm}^{3} \mathrm{~mol}^{-1}
$$

The solubility parameter is then calculated as

$$
\delta_{i}=\frac{\sum F_{i}}{V_{i}}=\frac{1592}{84.28}=18.9 \mathrm{MPa}^{1 / 2}
$$

This value is within about $17 \%$ of the value of $22.7 \mathrm{MPa}^{1 / 2}$ given in Table 13-5 for PMMA. Recalculation of the solubility parameter using Hoy's and van Krevelen's group contributions given in Table 13-4 gives values of 19.1 and $19.4 \mathrm{MPa}^{1 / 2}$, respectively, which are a little closer to the reported experimental value.",18.9,$MPa^{1 / 2}$,,single,Example 13.5,201000,6,easy,Materials: Polymers,Polymers,,Composites,,,
Polymer_Science_and_Technology_Fried_Example 13.9,Polymer_Science_and_Technology_Fried,NUM,"Using MD solutions, calculate the diffusion coefficient of $\mathrm{O}_{2}(\mathrm{O}=\mathrm{O})$ in polydimethylsiloxane (PDMS) at 298 K.","images/Polymer_Science_and_Technology_Fried_Example 13.9_1.jpeg,images/Polymer_Science_and_Technology_Fried_Example 13.9_2.jpeg,images/Polymer_Science_and_Technology_Fried_Example 13.9_3.png","Using the COMPASS force field, an amorphous cell was constructed using the same procedures as used in Example 13.8 except four oxygen molecules were built into the cell. As before, 25-ps NVT and 250-ps NPT dynamics were used to equilibrate the cell. The final density at the end of $250-\mathrm{ps}$ NPT dynamics was $1.026 \mathrm{~g} \mathrm{~cm}^{-3}$ at 292.8 K. The amorphous cell, shown in Figure 13-21, was $36.4 \AA$ on a side (density of 1.026 $\mathrm{g} \mathrm{cm}^{-3}$ ). Figure 13-21 shows the four oxygen molecules (in space-filling representation) in the box containing the PDMS chains shown as line representations. Next, 1.0ns NVT dynamics were used to obtain trajectories to determine the diffusion coefficient. Average temperature during the 1.0 -ns NVT dynamics was 298.4 K (s.d. $=3.2$ ) with an average pressure of $0.017 \mathrm{GPa}($ s.d. $=0.084 \mathrm{GPa}$ ).

The MSD plot is shown Figure 13-22. As shown in Figure 13-23, a log-log plot of MSD versus time shows reasonable linearity between 125 and 625 ps (slope $=0.95$, $R^2=0.9988$ ). The good linearity with a slope of the $\log -\log$ plot near unity is a good indication that diffusion is within the Einstein region. The slope in the plot of MSD versus time (ps) over this time range gives a slope of $0.7065 \AA^2 / \mathrm{ps}\left(R^2=0.9974\right)$. The diffusion coefficient at 298 K is then calculated from eq. (13.69) as
$$
D=\frac{\text { slope }}{6}=\frac{0.7065}{6} \frac{\AA^2}{\mathrm{ps}} \frac{\left(10^{-8}\right) \mathrm{cm}^2}{\AA^2} \frac{\mathrm{ps}}{10^{-12} \mathrm{~s}}=0.1178 \times 10^{-4} \frac{\mathrm{~cm}^2}{\mathrm{~s}}=11.8 \times 10^{-6} \frac{\mathrm{~cm}^2}{\mathrm{~s}} .
$$",11.8,$10^{-6} \frac{\mathrm{cm}^{2}}{\mathrm{~s}}$,,single,Example 13.9,222400,1,hard,Materials: Polymers,Polymers,Thermal,Cellular,Diffusion & Kinetics,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.1,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Chemical analysis in materials science laboratories is frequently done by means of the scanning electron microscope. In this instrument, an electron beam generates characteristic x-rays that can be used to identify chemical elements. This instrument samples a roughly cylindrical volume at the surface of a solid material. Calculate the number of atoms sampled in a $1-\mu \mathrm{m}$-diameter by $1-\mu \mathrm{m}$-deep cylinder in the surface of solid copper. Assuming $\text { density of copper }=8.93 \mathrm{~g} / \mathrm{cm}^{3}$ and $\text { atomic mass of copper }=63.55 \mathrm{amu}$.",,"The atomic mass indicates that there are

$$
\frac{63.55 \mathrm{~g} \mathrm{Cu}}{\text { Avogadros number of } \mathrm{Cu} \text { atoms }}
$$

The volume sampled is

$$
\begin{aligned}
V_{\text {sample }} & =\left(\frac{1 \mu \mathrm{~m}}{2}\right)^{2} \times 1 \mu \mathrm{~m} \\
& =0.785 \mu \mathrm{~m}^{3} \times\left(\frac{1 \mathrm{~cm}}{10^{4} \mu \mathrm{~m}}\right)^{3} \\
& =0.785 \times 10^{-12} \mathrm{~cm}^{3}
\end{aligned}
$$

Thus, the number of atoms sampled is

$$
\begin{aligned}
N_{\text {sample }} & =\frac{8.93 \mathrm{~g}}{\mathrm{~cm}^{3}} \times 0.785 \times 10^{-12} \mathrm{~cm}^{3} \times \frac{0.602 \times 10^{24} \text { atoms }}{63.55 \mathrm{~g}} \\
& =6.64 \times 10^{10} \text { atoms. }
\end{aligned}
$$",6.64E+10,atoms,,single,Example 2.1,121400,3,easy,Materials: Metals,Metals,Thermal,Composites,Diffusion & Kinetics,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.2,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"One mole of solid MgO occupies a cube 22.37 mm on a side. Calculate the density of $\mathrm{MgO}$ (in $\mathrm{g} / \mathrm{cm}^{3}$). $ \text { atomic mass of } \mathrm{Mg}(\text { in } \mathrm{g}) = 24.31g$, $\text { atomic mass of } \mathrm{O}(\text { in } \mathrm{g}) = 16.00g$.",,"$$
\begin{aligned}
\text { mass of } 1 \mathrm{~mol} \text { of } \mathrm{MgO}= & \text { atomic mass of } \mathrm{Mg}(\text { in } \mathrm{g}) \\
& + \text { atomic mass of } \mathrm{O}(\text { in } \mathrm{g}) \\
= & 24.31 \mathrm{~g}+16.00 \mathrm{~g}=40.31 \mathrm{~g} . \\
\text { density }= & \frac{\text { mass }}{\text { volume }} \\
= & \frac{40.31 \mathrm{~g}}{(22.37 \mathrm{~mm})^{3} \times 10^{-3} \mathrm{~cm}^{3} / \mathrm{mm}^{3}} \\
= & 3.60 \mathrm{~g} / \mathrm{cm}^{3} .
\end{aligned}
$$",3.60,g/cm^3,,single,Example 2.2,1000,2,easy,Structures: Composites,,,Composites,,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.3,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the dimensions of a cube containing 1 mol of solid magnesium. 
$$
\begin{aligned}
\text { density of } \mathrm{Mg} & =1.74 \mathrm{~g} / \mathrm{cm}^{3} \\
\text { atomic mass of } \mathrm{Mg} & =24.31 \mathrm{amu}
\end{aligned}
$$

Give your answer as a tuple: (volume per mol, cube edge length, cube edge length).",,"$$
\begin{aligned}
\text { volume of } 1 \mathrm{~mol} & =\frac{24.31 \mathrm{~g} / \mathrm{mol}}{1.74 \mathrm{~g} / \mathrm{cm}^{3}} \\
& =13.97 \mathrm{~cm}^{3} / \mathrm{mol} \\
\text { edge of cube }= & (13.97)^{1 / 3} \mathrm{~cm} \\
& =2.408 \mathrm{~cm} \times 10 \mathrm{~mm} / \mathrm{cm} \\
& =24.08 \mathrm{~mm}
\end{aligned}
$$","(13.97, 2.408, 24.08)","(cm³/mol, cm, mm)",,multiple,Example 2.3,101000,4,easy,Materials: Metals,Metals,,Composites,,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.6_1,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the coulombic force of attraction between $\mathrm{Na}^{+}$ and $\mathrm{O}^{2-}$ in $\mathrm{Na}_{2} \mathrm{O}$ and determine the repulsive force in this case. 

$$
r_{\mathrm{Na}^{+}}=0.098 \mathrm{~nm}
$$
$$
r_{\mathrm{O}^{2-}}=0.132 \mathrm{~nm}
$$

Give your answer as a tuple (coulombic force, repulsive force).",,"(a)


$$
\begin{aligned}
a_{0} & =r_{\mathrm{Na}^{+}}+r_{\mathrm{O}^{2-}}=0.098 \mathrm{~nm}+0.132 \mathrm{~nm} \\
& =0.231 \mathrm{~nm}
\end{aligned}
$$

Again,

$$
\begin{aligned}
F_{c} & =-\frac{k_{0}\left(Z_{1 q}\right)\left(Z_{2 q}\right)}{a_{0}^{2}} \\
& =-\frac{\left(9 \times 10^{9} \mathrm{~V} \cdot \mathrm{~m} / \mathrm{C}\right)(+1)\left(0.16 \times 10^{-18} \mathrm{C}\right)(-2)\left(0.16 \times 10^{-18} \mathrm{C}\right)}{\left(0.231 \times 10^{-9} \mathrm{~m}\right)^{2}} \\
& =8.64 \times 10^{-9} \mathrm{~N}
\end{aligned}
$$

(b) $F_{R}=-F_{c}=-8.64 \times 10^{-9} \mathrm{~N}$.","($8.64 \times 10^{-9}$, $-8.64 \times 10^{-9}$)","(N, N)",,multiple,Example 2.6_1,1000,3,easy,Structures: Composites,,,Composites,,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.6_2,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"(a) Assuming that the ionic radii are $r_{\mathrm{Na}^{+}}=0.098 \mathrm{~nm}$ and $r_{\mathrm{Cl}^{-}}=0.181 \mathrm{~nm}$., calculate the coulombic force of attraction between $\mathrm{Na}^{+}$ and $\mathrm{Cl}^{-}$ in NaCl. (b) What is the repulsive force in this case? 

Give your answer as a tuple (coulombic force of attraction, repulsive force).",,"(a) The equilibrium bond length $a_{0}$ is the sum of these radii: $a_{0} = r_{\mathrm{Na}^{+}} + r_{\mathrm{Cl}^{-}} = 0.098 \mathrm{~nm} + 0.181 \mathrm{~nm} = 0.278 \mathrm{~nm}$. The coulombic force of attraction $F_{c}$ is calculated using the formula $F_{c} = -\frac{k_{0}(Z_{1} q)(Z_{2} q)}{a_{0}^{2}}$, where $k_{0} = 9 \times 10^{9} \mathrm{~V} \cdot \mathrm{m} / \mathrm{C}$, $Z_{1} = +1$, $Z_{2} = -1$, and $q = 0.16 \times 10^{-18} \mathrm{C}$. Substituting the values, we get $F_{c} = -\frac{(9 \times 10^{9} \mathrm{~V} \cdot \mathrm{m} / \mathrm{C})(+1)(0.16 \times 10^{-18} \mathrm{C})(-1)(0.16 \times 10^{-18} \mathrm{C})}{(0.278 \times 10^{-9} \mathrm{~m})^{2}} = 2.98 \times 10^{-9} \mathrm{~N}$. (b) The repulsive force $F_{R}$ is equal in magnitude but opposite in direction to the coulombic force, so $F_{R} = -F_{c} = -2.98 \times 10^{-9} \mathrm{~N}$.","(2.98 \times 10^{-9}, -2.98 \times 10^{-9})","(N, N)",,multiple,Example 2.6_2,101100,2,medium,Materials: Metals,Metals,,Composites,Atomic Bonding,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.7,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,Calculate the minimum radius ratio for a coordination number of 8.,,"The ions are touching along a body diagonal. If the cube edge length is termed $l$, then

$$
2 R+2 r=\sqrt{3} l
$$

For the minimum radius ratio coordination, the large ions are also touching each other (along a cube edge), giving

$$
2 R=l
$$

Combining the two equations gives us

$$
2 R+2 r=\sqrt{3}(2 R)
$$

Then

$$
2 r=2 R(\sqrt{3}-1)
$$

and

$$
\begin{aligned}
\frac{r}{R} & =\sqrt{3}-1=1.732-1 \\
& =0.732
\end{aligned}
$$",0.732,,,single,Example 2.7,100200,6,medium,Materials: Metals,Metals,,,Crystal Structure,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.8,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Estimate the coordination number for the cation in each of these ceramic oxides: $\mathrm{Al}_{2} \mathrm{O}_{3}, \mathrm{~B}_{2} \mathrm{O}_{3}, \mathrm{CaO}, \mathrm{MgO}, \mathrm{SiO}_{2}$, and $\mathrm{TiO}_{2}$. 

$r_{\mathrm{Al}^{3+}}=0.057 \mathrm{~nm}, r_{\mathrm{B}^{3+}}=0.02 \mathrm{~nm}, r_{\mathrm{Ca}^{2+}}=0.106 \mathrm{~nm}$, $r_{\mathrm{Mg}^{2+}}=0.078 \mathrm{~nm}, r_{\mathrm{Si}^{4+}}=0.039 \mathrm{~nm}, r_{\mathrm{Ti}^{4+}}=0.064 \mathrm{~nm}$, and $r_{\mathrm{O}^{2-}}=$ 0.132 nm .

Give your answer as a tuple (Al2O3, B2O3, CaO, MgO, SiO2, TiO2).

Refer to Table:
\begin{tabular}{|l|l|}
\hline \multicolumn{2}{|c|}{Coordination Numbers for lonic Bonding} \\
\hline Coordination number & Radius ratio, $r / R$ \\
\hline 2 & $0<\frac{r}{R}<0.155$ \\
\hline 3 & $0.155 \leq \frac{r}{R}<0.225$ \\
\hline 4 & $0.225 \leq \frac{r}{R}<0.414$ \\
\hline 6 & $0.414 \leq \frac{r}{R}<0.732$ \\
\hline 8 & $0.732 \leq \frac{r}{R}<1$ \\
\hline 12 & 1 \\
\hline
\end{tabular}",,"The ionic radii are: $r_{\mathrm{Al}^{3+}}=0.057 \mathrm{~nm}, r_{\mathrm{B}^{3+}}=0.02 \mathrm{~nm}, r_{\mathrm{Ca}^{2+}}=0.106 \mathrm{~nm}$, $r_{\mathrm{Mg}^{2+}}=0.078 \mathrm{~nm}, r_{\mathrm{Si}^{4+}}=0.039 \mathrm{~nm}, r_{\mathrm{Ti}^{4+}}=0.064 \mathrm{~nm}, \quad$ and $\quad r_{\mathrm{O}^{2-}}=0.132 \mathrm{~nm}$. For $\mathrm{Al}_{2} \mathrm{O}_{3}$, $\frac{r}{R}=\frac{0.057 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.43$ for which Table gives $\mathrm{CN}=6$. For $\mathrm{B}_{2} \mathrm{O}_{3}$, $\frac{r}{R}=\frac{0.02 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.15, \text { giving } \mathrm{CN}=2 .^{*}$ *The actual CN for $\mathrm{B}_{2} \mathrm{O}_{3}$ is 3 and for $\mathrm{CaO}$ is 6. Discrepancies are due to a combination of uncertainty in the estimation of ionic radii and bond directionality due to partially covalent character. For $\mathrm{CaO}$, $\frac{r}{R}=\frac{0.106 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.80, \text { giving } \mathrm{CN}=8$. For $\mathrm{MgO}$, $\frac{r}{R}=\frac{0.078 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.59, \text { giving } \mathrm{CN}=6$. For $\mathrm{SiO}_{2}$, $\frac{r}{R}=\frac{0.039 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.30, \text { giving } \mathrm{CN}=4$. For $\mathrm{TiO}_{2}$, $\frac{r}{R}=\frac{0.064 \mathrm{~nm}}{0.132 \mathrm{~nm}}=0.48, \text { giving } \mathrm{CN}=6$.","(6, 2, 8, 6, 4, 6)",,,multiple,Example 2.8,521100,6,medium,Materials: Ceramics,Ceramics,Thermal,Composites,Atomic Bonding,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.9,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the reaction energy for the polymerization process for polyvinyl chloride (PVC). The vinyl chloride molecule is $\mathrm{C}_{2} \mathrm{H}_{3} \mathrm{Cl}$.

Refer to Table:
\begin{tabular}{|l|l|l|l|}
\hline \multicolumn{4}{|l|}{Bond Energies and Bond Lengths for Representative Covalent Bonds} \\
\hline \multirow[b]{2}{*}{Bond} & \multicolumn{2}{|c|}{Bond energy ${ }^{\text {a }}$} & Bond length, nm \\
\hline & kcal/mol & kJ/mol & \\
\hline $\mathrm{C}-\mathrm{C}$ & $88^{\text {b }}$ & 370 & 0.154 \\
\hline $\mathrm{C}=\mathrm{C}$ & 162 & 680 & 0.130 \\
\hline $\mathrm{C} \equiv \mathrm{C}$ & 213 & 890 & 0.120 \\
\hline $\mathrm{C}-\mathrm{H}$ & 104 & 435 & 0.110 \\
\hline $\mathrm{C}-\mathrm{N}$ & 73 & 305 & 0.150 \\
\hline $\mathrm{C}-\mathrm{O}$ & 86 & 360 & 0.140 \\
\hline $\mathrm{C}=\mathrm{O}$ & 128 & 535 & 0.120 \\
\hline C-F & 108 & 450 & 0.140 \\
\hline $\mathrm{C}-\mathrm{Cl}$ & 81 & 340 & 0.180 \\
\hline $\mathrm{O}-\mathrm{H}$ & 119 & 500 & 0.100 \\
\hline $\mathrm{O}-\mathrm{O}$ & 52 & 220 & 0.150 \\
\hline $\mathrm{O}-\mathrm{Si}$ & 90 & 375 & 0.160 \\
\hline $\mathrm{N}-\mathrm{H}$ & 103 & 430 & 0.100 \\
\hline $\mathrm{N}-\mathrm{O}$ & 60 & 250 & 0.120 \\
\hline F-F & 38 & 160 & 0.140 \\
\hline $\mathrm{H}-\mathrm{H}$ & 104 & 435 & 0.074 \\
\hline
\end{tabular}",,"The polymerization process for polyvinyl chloride (PVC) involves the connection of several adjacent vinyl chloride molecules, transforming their double bonds into single bonds. The vinyl chloride molecule, $\mathrm{C}_{2} \mathrm{H}_{3} \mathrm{Cl}$, undergoes polymerization as follows:

1. The double bond between the carbon atoms in the vinyl chloride molecule is broken.
2. This breaking allows the vinyl chloride molecules to connect, forming single bonds between them.
3. The process repeats, leading to the formation of a long chain polymer, PVC.

The energy associated with this reaction can be calculated using data from bond energies. For each $\mathrm{C}=\mathrm{C}$ bond broken to form two single $\mathrm{C}-\mathrm{C}$ bonds, the reaction energy is calculated as:

$$\mathrm{C}=\mathrm{C} \rightarrow 2 \mathrm{C}-\mathrm{C}$$

Using bond energy data from Table:

$$680 \mathrm{~kJ} / \mathrm{mol} \rightarrow 2(370 \mathrm{~kJ} / \mathrm{mol})=740 \mathrm{~kJ} / \mathrm{mol}$$

The reaction energy is then:

$$(740-680) \mathrm{kJ} / \mathrm{mol}=60 \mathrm{~kJ} / \mathrm{mol}$$

This energy is released during polymerization, making the reaction spontaneous and the product, PVC, stable relative to individual vinyl chloride molecules.",60,kJ/mol,,single,Example 2.9,201123,4,medium,Materials: Polymers,Polymers,,Composites,Atomic Bonding,Shaping,Fracture
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.11,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the length of a polyethylene molecule, $\left\langle\mathrm{C}_{2} \mathrm{H}_{4}\right\rangle_{n}$, where $n=500$.",,"To calculate the length of a polyethylene molecule with $n=500$, we first determine the effective bond length, $l$, using the carbon-carbon bond length and the sine of half the bond angle. The carbon-carbon bond length is $0.154 \mathrm{~nm}$, and the bond angle is $109.5^{\circ}$, leading to an effective bond length calculation as follows:

$$
l = (0.154 \mathrm{~nm}) \times \sin(54.75^{\circ}) = 0.126 \mathrm{~nm}
$$

With two bond lengths per mer and 500 mers, the total molecule length, $L$, is calculated by:

$$
L = 500 \times 2 \times 0.126 \mathrm{~nm} = 126 \mathrm{~nm} = 0.126 \mu \mathrm{m}
$$",126,nm,,single,Example 2.11,201100,3,easy,Materials: Polymers,Polymers,,Composites,Atomic Bonding,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 2.13,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Given the bonding energy curve for secondary bonding described by the ""6-12"" potential: $$E=-\frac{K_{A}}{a^{6}}+\frac{K_{R}}{a^{12}}$$ where $K_{A}=10.37 \times 10^{-78} \mathrm{~J} \cdot \mathrm{~m}^{6}$ and $K_{R}=16.16 \times 10^{-135} \mathrm{~J} \cdot \mathrm{~m}^{12}$, calculate the bond energy and bond length for argon. Give your answer as a tuple (bond length, bond energy).",,"The equilibrium bond length occurs at $d E / d a=0$: $$\left(\frac{d E}{d a}\right)_{a=a_{0}}=0=\frac{6 K_{A}}{a_{0}^{7}}-\frac{12 K_{R}}{a_{0}^{13}}$$ Rearranging gives us $$a_{0}=\left(2 \frac{K_{R}}{K_{A}}\right)^{1 / 6}=\left(2 \times \frac{16.16 \times 10^{-135}}{10.37 \times 10^{-78}}\right)^{1 / 6} \mathrm{~m}=0.382 \times 10^{-9} \mathrm{~m}=0.382 \mathrm{~nm}$$ The bond energy at $a_{0}$ is $$E(0.382 \mathrm{~nm})=-\frac{K_{A}}{(0.382 \mathrm{~nm})^{6}}+\frac{K_{R}}{(0.382 \mathrm{~nm})^{12}}=-\frac{\left(10.37 \times 10^{-78} \mathrm{~J} \cdot \mathrm{~m}^{6}\right)}{\left(0.382 \times 10^{-9} \mathrm{~m}\right)^{6}}+\frac{\left(16.16 \times 10^{-135} \mathrm{~J} \cdot \mathrm{~m}^{12}\right)}{\left(0.382 \times 10^{-9} \mathrm{~m}\right)^{12}}=-1.66 \times 10^{-21} \mathrm{~J}$$ For 1 mol of Ar, the bonding energy is $$E_{\text{bonding}}=-1.66 \times 10^{-21} \mathrm{~J} / \text{bond} \times 0.602 \times 10^{24} \frac{\text{bonds}}{\text{mole}}=-0.999 \times 10^{3} \mathrm{~J} / \mathrm{mol}=-0.999 \mathrm{~kJ} / \mathrm{mol}$$","(0.382, -0.999)","(nm, kJ/mol)",,multiple,Example 2.13,1100,4,hard,Fundamental: Atomic Bonding,,,Composites,Atomic Bonding,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 3.2,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the density of copper, given that copper is an fcc metal with an atomic radius of 0.128 nm and a molar mass of 63.55 g/mol.",,"The length of the face diagonal in the unit cell for an fcc metal is given by: $$ l = 4 r_{\text{Cu atom}} = \sqrt{2} a $$ Solving for the lattice parameter $a$: $$ a = \frac{4}{\sqrt{2}} r_{\text{Cu atom}} = \frac{4}{\sqrt{2}}(0.128 \text{ nm}) = 0.362 \text{ nm} $$ The density of the unit cell, which contains four atoms, is calculated as: $$ \rho = \frac{4 \text{ atoms}}{(0.362 \text{ nm})^3} \times \frac{63.55 \text{ g}}{0.6023 \times 10^{24} \text{ atoms}} \times \left(\frac{10^7 \text{ nm}}{\text{cm}}\right)^3 = 8.89 \text{ g/cm}^3 $$",8.89,g/cm^3,,single,Example 3.2,102200,3,hard,Materials: Metals,Metals,,Cellular,Crystal Structure,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 3.3,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Calculate the Ionic Packing Factor (IPF) of MgO, which has the NaCl structure.(Figure 3.9) Ionic radius of \mathrm{Mg}^{2+} is 0.078nm, Ionic radius of \mathrm{O}^{2-} is 0.132nm.",images/Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 3.3_1.jpg,"To calculate the Ionic Packing Factor (IPF) of MgO with the NaCl structure, follow these steps:

1. Calculate the edge length (a) of the unit cell using the ionic radii of Mg²⁺ and O²⁻:
   $$a = 2r_{\mathrm{Mg}^{2+}} + 2r_{\mathrm{O}^{2-}} = 2(0.078 \mathrm{~nm}) + 2(0.132 \mathrm{~nm}) = 0.420 \mathrm{~nm}$$

2. Calculate the volume of the unit cell (V_unit cell):
   $$V_{\text{unit cell}} = a^3 = (0.420 \mathrm{~nm})^3 = 0.0741 \mathrm{~nm}^3$$

3. Calculate the total ionic volume of Mg²⁺ and O²⁻ ions in the unit cell. There are four Mg²⁺ ions and four O²⁻ ions per unit cell:
   $$4 \times \frac{4}{3} \pi r_{\mathrm{Mg}^{2+}}^3 + 4 \times \frac{4}{3} \pi r_{\mathrm{O}^{2-}}^3 = \frac{16 \pi}{3}[(0.078 \mathrm{~nm})^3 + (0.132 \mathrm{~nm})^3] = 0.0465 \mathrm{~nm}^3$$

4. Calculate the Ionic Packing Factor (IPF):
   $$\mathrm{IPF} = \frac{0.0465 \mathrm{~nm}^3}{0.0741 \mathrm{~nm}^3} = 0.627$$

The Ionic Packing Factor for MgO with the NaCl structure is 0.627.",0.627,,,single,Example 3.3,2200,4,easy,Fundamental: Crystal Structure,,,Cellular,Crystal Structure,,
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 3.4,Introduction_to_Materials_Science_for_Engineers_Shackelford,NUM,"Given $a=0.420 \mathrm{~nm}$, calculate the density of MgO.",,"$a=0.420 \mathrm{~nm}$, which gave a unit-cell volume of $0.0741 \mathrm{~nm}^{3}$. The density of the unit cell is

$$
\begin{aligned}
\rho & =\frac{[4(24.31 \mathrm{~g})+4(16.00 \mathrm{~g})] /\left(0.6023 \times 10^{24}\right)}{0.0741 \mathrm{~nm}^{3}} \times\left(\frac{10^{7} \mathrm{~nm}}{\mathrm{~cm}}\right)^{3} \\
& =3.61 \mathrm{~g} / \mathrm{cm}^{3}
\end{aligned}
$$",3.61,g/cm^3,,single,Example 3.4,2200,1,easy,Fundamental: Crystal Structure,,,Cellular,Crystal Structure,,
